time_step,model_1,model_2,outcome
26,Glicko,TrueSkill,0.0
26,Elo,TrueSkill,0.0
26,Glicko,TrueSkill,0.0
26,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,TrueSkill,0.0
26,Glicko,TrueSkill,1.0
26,Glicko,TrueSkill,1.0
26,Glicko,TrueSkill,1.0
26,Glicko,TrueSkill,0.0
26,Elo,Glicko,1.0
26,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Glicko,0.0
26,Elo,Glicko,1.0
26,Elo,Glicko,1.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Glicko,0.0
26,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
26,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
26,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
26,Glicko,TrueSkill,1.0
26,Glicko,TrueSkill,0.0
26,Glicko,TrueSkill,1.0
26,Elo,TrueSkill,1.0
26,Elo,TrueSkill,0.0
26,Elo,TrueSkill,0.0
26,Elo,TrueSkill,0.0
26,Elo,TrueSkill,1.0
26,Elo,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Weng-Lin Thurstone-Mosteller,1.0
26,Elo,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Glicko,0.0
26,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Glicko,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Glicko,0.0
26,Elo,Glicko,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,Glicko,Weng-Lin Thurstone-Mosteller,1.0
26,Glicko,Weng-Lin Thurstone-Mosteller,1.0
26,Glicko,Weng-Lin Thurstone-Mosteller,0.0
26,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
26,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
26,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,TrueSkill,0.0
26,Elo,TrueSkill,0.0
26,Elo,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Glicko,0.0
26,Elo,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,TrueSkill,0.0
26,Elo,TrueSkill,0.0
26,Elo,TrueSkill,0.0
26,Elo,Weng-Lin Thurstone-Mosteller,1.0
26,Elo,Weng-Lin Thurstone-Mosteller,0.0
26,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Glicko,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,Glicko,Weng-Lin Thurstone-Mosteller,1.0
27,Glicko,Weng-Lin Thurstone-Mosteller,1.0
27,Glicko,Weng-Lin Thurstone-Mosteller,1.0
27,Glicko,TrueSkill,0.0
27,Elo,Glicko,0.0
27,Glicko,TrueSkill,1.0
27,Glicko,TrueSkill,1.0
27,Glicko,TrueSkill,1.0
27,Glicko,TrueSkill,0.0
27,Elo,Glicko,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
27,Glicko,TrueSkill,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Glicko,1.0
27,Elo,Glicko,0.0
27,Elo,Glicko,0.0
27,Elo,Glicko,1.0
27,Elo,Glicko,1.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,1.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,TrueSkill,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
27,Elo,Glicko,0.0
27,Glicko,TrueSkill,1.0
27,Glicko,TrueSkill,1.0
27,Glicko,TrueSkill,1.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,Glicko,Weng-Lin Thurstone-Mosteller,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,1.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,TrueSkill,1.0
27,Elo,TrueSkill,0.0
27,Elo,TrueSkill,0.0
27,Elo,TrueSkill,0.0
27,Elo,TrueSkill,1.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,TrueSkill,0.0
27,Elo,Glicko,0.0
27,Elo,TrueSkill,0.0
27,Glicko,TrueSkill,0.0
27,Glicko,TrueSkill,0.0
27,Glicko,TrueSkill,0.0
27,Glicko,TrueSkill,0.0
27,Glicko,TrueSkill,0.0
27,Elo,TrueSkill,0.0
27,Elo,TrueSkill,0.0
27,Elo,TrueSkill,0.0
27,Elo,TrueSkill,0.0
27,Elo,TrueSkill,0.0
27,Elo,TrueSkill,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Glicko,1.0
27,Elo,TrueSkill,0.0
27,Glicko,TrueSkill,0.0
27,Elo,Glicko,1.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Weng-Lin Thurstone-Mosteller,0.0
27,Elo,Glicko,0.0
27,Elo,Glicko,0.0
27,Elo,Glicko,0.0
28,Elo,TrueSkill,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,1.0
28,Elo,Glicko,0.0
28,Elo,TrueSkill,0.0
28,Elo,Glicko,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Glicko,0.0
28,Elo,Glicko,0.0
28,Elo,Glicko,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,TrueSkill,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Glicko,1.0
28,Elo,Glicko,1.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Glicko,0.0
28,Elo,Glicko,1.0
28,Elo,Glicko,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,1.0
28,Glicko,Weng-Lin Thurstone-Mosteller,1.0
28,Elo,TrueSkill,0.0
28,Elo,TrueSkill,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,1.0
28,Elo,Weng-Lin Thurstone-Mosteller,1.0
28,Elo,TrueSkill,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,TrueSkill,0.0
28,Elo,TrueSkill,0.0
28,Elo,Glicko,1.0
28,Elo,Glicko,0.0
28,Elo,Glicko,0.0
28,Elo,Glicko,1.0
28,Elo,TrueSkill,1.0
28,Elo,TrueSkill,0.0
28,Elo,TrueSkill,0.0
28,Elo,TrueSkill,0.0
28,Elo,TrueSkill,1.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,TrueSkill,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
28,Glicko,TrueSkill,1.0
28,Glicko,TrueSkill,1.0
28,Glicko,TrueSkill,1.0
28,Glicko,TrueSkill,0.0
28,Glicko,TrueSkill,1.0
28,Glicko,TrueSkill,1.0
28,Glicko,TrueSkill,1.0
28,Glicko,TrueSkill,0.0
28,Elo,TrueSkill,0.0
28,Elo,TrueSkill,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,TrueSkill,0.0
28,Elo,Glicko,1.0
28,Glicko,TrueSkill,0.0
28,Glicko,TrueSkill,0.0
28,Glicko,TrueSkill,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,TrueSkill,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,Elo,TrueSkill,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
28,Glicko,Weng-Lin Thurstone-Mosteller,0.0
28,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,TrueSkill,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Glicko,0.0
29,Elo,Glicko,0.0
29,Elo,Glicko,0.0
29,Elo,Glicko,1.0
29,Elo,Glicko,1.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,TrueSkill,0.0
29,Elo,TrueSkill,0.0
29,Elo,TrueSkill,0.0
29,Elo,TrueSkill,0.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
29,Elo,TrueSkill,0.0
29,Glicko,TrueSkill,0.0
29,Glicko,TrueSkill,0.0
29,Glicko,TrueSkill,1.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,TrueSkill,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,TrueSkill,1.0
29,Elo,TrueSkill,0.0
29,Elo,TrueSkill,0.0
29,Elo,TrueSkill,0.0
29,Elo,TrueSkill,1.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,TrueSkill,0.0
29,Elo,TrueSkill,0.0
29,Elo,TrueSkill,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,1.0
29,Glicko,TrueSkill,1.0
29,Elo,Weng-Lin Thurstone-Mosteller,1.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
29,Glicko,TrueSkill,1.0
29,Glicko,TrueSkill,1.0
29,Glicko,TrueSkill,1.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,TrueSkill,0.0
29,Glicko,TrueSkill,0.0
29,Glicko,TrueSkill,0.0
29,Glicko,TrueSkill,0.0
29,Glicko,TrueSkill,0.0
29,Elo,Glicko,1.0
29,Elo,Glicko,1.0
29,Elo,Glicko,0.0
29,Elo,Glicko,1.0
29,Elo,Glicko,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Weng-Lin Thurstone-Mosteller,0.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,TrueSkill,1.0
29,Glicko,TrueSkill,0.0
29,Glicko,TrueSkill,1.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,Weng-Lin Thurstone-Mosteller,1.0
29,Glicko,Weng-Lin Thurstone-Mosteller,1.0
29,Glicko,Weng-Lin Thurstone-Mosteller,1.0
29,Elo,Glicko,0.0
29,Elo,Glicko,0.0
29,Elo,Glicko,0.0
29,Elo,Glicko,0.0
29,Glicko,Weng-Lin Thurstone-Mosteller,0.0
29,Glicko,Weng-Lin Thurstone-Mosteller,1.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
29,Elo,Glicko,0.0
30,Elo,Glicko,1.0
30,Elo,TrueSkill,0.0
30,Elo,TrueSkill,0.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,TrueSkill,0.0
30,Elo,Glicko,1.0
30,Elo,Glicko,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,1.0
30,Glicko,Weng-Lin Thurstone-Mosteller,0.0
30,Glicko,Weng-Lin Thurstone-Mosteller,1.0
30,Glicko,Weng-Lin Thurstone-Mosteller,0.0
30,Glicko,Weng-Lin Thurstone-Mosteller,0.0
30,Glicko,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Glicko,1.0
30,Elo,Glicko,0.0
30,Glicko,Weng-Lin Thurstone-Mosteller,1.0
30,Glicko,Weng-Lin Thurstone-Mosteller,1.0
30,Glicko,Weng-Lin Thurstone-Mosteller,1.0
30,Elo,Glicko,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,1.0
30,Elo,TrueSkill,0.0
30,Elo,TrueSkill,1.0
30,Elo,Glicko,0.0
30,Elo,Glicko,0.0
30,Glicko,Weng-Lin Thurstone-Mosteller,0.0
30,Glicko,Weng-Lin Thurstone-Mosteller,0.0
30,Glicko,Weng-Lin Thurstone-Mosteller,0.0
30,Glicko,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Glicko,0.0
30,Elo,Glicko,0.0
30,Glicko,TrueSkill,0.0
30,Glicko,TrueSkill,1.0
30,Glicko,TrueSkill,1.0
30,Glicko,TrueSkill,1.0
30,Glicko,TrueSkill,1.0
30,Glicko,Weng-Lin Thurstone-Mosteller,1.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,TrueSkill,0.0
30,Elo,TrueSkill,1.0
30,Elo,TrueSkill,0.0
30,Elo,TrueSkill,0.0
30,Elo,TrueSkill,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Glicko,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Glicko,1.0
30,Glicko,TrueSkill,1.0
30,Elo,TrueSkill,0.0
30,Elo,TrueSkill,0.0
30,Elo,TrueSkill,0.0
30,Elo,TrueSkill,0.0
30,Elo,Glicko,1.0
30,Elo,Glicko,0.0
30,Elo,Glicko,0.0
30,Glicko,TrueSkill,1.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,TrueSkill,0.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Glicko,0.0
30,Glicko,TrueSkill,0.0
30,Glicko,TrueSkill,0.0
30,Glicko,TrueSkill,0.0
30,Glicko,TrueSkill,0.0
30,Glicko,TrueSkill,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,Elo,Weng-Lin Thurstone-Mosteller,0.0
30,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
30,Glicko,TrueSkill,0.0
30,Glicko,Weng-Lin Thurstone-Mosteller,0.0
30,Glicko,TrueSkill,0.0
30,Glicko,TrueSkill,1.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,1.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,1.0
31,Glicko,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,1.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,TrueSkill,0.0
31,Elo,TrueSkill,0.0
31,Elo,TrueSkill,0.0
31,Elo,TrueSkill,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,1.0
31,Glicko,TrueSkill,0.0
31,Glicko,TrueSkill,0.0
31,Glicko,TrueSkill,0.0
31,Glicko,TrueSkill,0.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,TrueSkill,0.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,TrueSkill,1.0
31,Glicko,Weng-Lin Thurstone-Mosteller,0.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,Glicko,0.0
31,Elo,Glicko,0.0
31,Elo,Glicko,0.0
31,Elo,Glicko,0.0
31,Elo,TrueSkill,0.0
31,Elo,TrueSkill,0.0
31,Elo,TrueSkill,0.0
31,Elo,TrueSkill,0.0
31,Elo,TrueSkill,0.0
31,Elo,Glicko,0.0
31,Glicko,TrueSkill,0.0
31,Glicko,TrueSkill,1.0
31,Glicko,TrueSkill,1.0
31,Glicko,TrueSkill,1.0
31,Glicko,TrueSkill,1.0
31,Glicko,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,0.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
31,Glicko,TrueSkill,0.0
31,Elo,TrueSkill,1.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,TrueSkill,0.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,Glicko,0.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,Glicko,0.0
31,Elo,Glicko,0.0
31,Elo,Glicko,1.0
31,Elo,Glicko,1.0
31,Elo,Glicko,1.0
31,Elo,Glicko,1.0
31,Elo,Glicko,0.0
31,Elo,Glicko,1.0
31,Elo,Glicko,0.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,TrueSkill,0.0
31,Elo,TrueSkill,0.0
31,Elo,TrueSkill,1.0
31,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,Weng-Lin Thurstone-Mosteller,1.0
31,Glicko,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,TrueSkill,0.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,Weng-Lin Thurstone-Mosteller,1.0
31,Glicko,TrueSkill,1.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,Weng-Lin Thurstone-Mosteller,1.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Elo,Weng-Lin Thurstone-Mosteller,0.0
31,Glicko,TrueSkill,1.0
31,Elo,TrueSkill,0.0
32,Glicko,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,TrueSkill,1.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,1.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,Weng-Lin Thurstone-Mosteller,1.0
32,Glicko,TrueSkill,0.0
32,Glicko,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,Weng-Lin Thurstone-Mosteller,1.0
32,Glicko,Weng-Lin Thurstone-Mosteller,1.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,Weng-Lin Thurstone-Mosteller,0.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,TrueSkill,0.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
32,Elo,Glicko,0.0
32,Elo,Glicko,1.0
32,Elo,Glicko,0.0
32,Elo,Glicko,1.0
32,Elo,Glicko,1.0
32,Glicko,TrueSkill,0.0
32,Glicko,TrueSkill,0.0
32,Elo,Glicko,0.0
32,Elo,Glicko,0.0
32,Elo,Glicko,0.0
32,Elo,Glicko,0.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,TrueSkill,0.0
32,Glicko,TrueSkill,0.0
32,Glicko,TrueSkill,0.0
32,Glicko,TrueSkill,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,TrueSkill,1.0
32,Glicko,TrueSkill,1.0
32,Glicko,TrueSkill,1.0
32,Elo,Glicko,0.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,1.0
32,Glicko,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,Weng-Lin Thurstone-Mosteller,1.0
32,Glicko,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Glicko,0.0
32,Elo,Glicko,0.0
32,Glicko,Weng-Lin Thurstone-Mosteller,1.0
32,Glicko,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,TrueSkill,0.0
32,Glicko,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,TrueSkill,0.0
32,Elo,TrueSkill,0.0
32,Elo,TrueSkill,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Weng-Lin Thurstone-Mosteller,1.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Glicko,0.0
32,TrueSkill,Weng-Lin Thurstone-Mosteller,0.0
32,Elo,Glicko,1.0
32,Glicko,Weng-Lin Thurstone-Mosteller,0.0
32,Glicko,TrueSkill,1.0
32,Glicko,TrueSkill,1.0
32,Glicko,TrueSkill,1.0
