date,team_1,team_2,outcome
1/18/1970,phi,cin,1.0
1/18/1970,cin,phi,0.0
1/18/1970,pho,bal,1.0
1/18/1970,bal,pho,0.0
1/18/1970,car,dnr,0.0
1/18/1970,dnr,car,1.0
1/18/1970,las,dlc,1.0
1/18/1970,dlc,las,0.0
1/18/1970,ina,nya,1.0
1/18/1970,nya,ina,0.0
1/19/1970,ina,ken,1.0
1/19/1970,ken,ina,0.0
1/20/1970,dlc,las,1.0
1/20/1970,las,dlc,0.0
1/21/1970,ken,ina,0.0
1/21/1970,ina,ken,1.0
1/21/1970,nob,las,0.0
1/21/1970,las,nob,1.0
1/22/1970,bal,det,1.0
1/22/1970,det,bal,0.0
1/22/1970,bos,cin,0.0
1/22/1970,cin,bos,1.0
1/22/1970,lal,sfw,1.0
1/22/1970,sfw,lal,0.0
1/22/1970,sdr,mil,0.0
1/22/1970,mil,sdr,1.0
1/22/1970,sea,pho,0.0
1/22/1970,pho,sea,1.0
1/22/1970,dnr,wsa,1.0
1/22/1970,wsa,dnr,0.0
1/22/1970,mmf,las,0.0
1/22/1970,las,mmf,1.0
1/22/1970,nob,ptp,0.0
1/22/1970,ptp,nob,1.0
1/23/1970,det,bos,1.0
1/23/1970,bos,det,0.0
1/23/1970,nyk,chi,1.0
1/23/1970,chi,nyk,0.0
1/23/1970,lal,sea,1.0
1/23/1970,sea,lal,0.0
1/23/1970,phi,bal,1.0
1/23/1970,bal,phi,0.0
1/23/1970,sfw,pho,1.0
1/23/1970,pho,sfw,0.0
1/24/1970,phi,bal,0.0
1/24/1970,bal,phi,1.0
1/24/1970,det,chi,1.0
1/24/1970,chi,det,0.0
1/24/1970,cin,mil,0.0
1/24/1970,mil,cin,1.0
1/24/1970,sdr,nyk,0.0
1/24/1970,nyk,sdr,1.0
1/24/1970,lal,sea,1.0
1/24/1970,sea,lal,0.0
1/24/1970,sfw,pho,0.0
1/24/1970,pho,sfw,1.0
1/25/1970,atl,mil,0.0
1/25/1970,mil,atl,1.0
1/25/1970,nyk,bos,1.0
1/25/1970,bos,nyk,0.0
1/25/1970,chi,det,1.0
1/25/1970,det,chi,0.0
1/25/1970,cin,bal,1.0
1/25/1970,bal,cin,0.0
1/25/1970,pho,lal,0.0
1/25/1970,lal,pho,1.0
1/25/1970,sdr,phi,0.0
1/25/1970,phi,sdr,1.0
1/25/1970,dlc,dnr,0.0
1/25/1970,dnr,dlc,1.0
1/25/1970,mmf,wsa,0.0
1/25/1970,wsa,mmf,1.0
1/25/1970,ina,nya,0.0
1/25/1970,nya,ina,1.0
1/25/1970,ptp,car,1.0
1/25/1970,car,ptp,0.0
1/26/1970,chi,cin,0.0
1/26/1970,cin,chi,1.0
1/26/1970,mil,phi,0.0
1/26/1970,phi,mil,1.0
1/26/1970,sfw,atl,0.0
1/26/1970,atl,sfw,1.0
1/27/1970,sdr,lal,0.0
1/27/1970,lal,sdr,1.0
1/27/1970,nyk,bos,1.0
1/27/1970,bos,nyk,0.0
1/27/1970,ina,nob,1.0
1/27/1970,nob,ina,0.0
1/28/1970,chi,bal,0.0
1/28/1970,bal,chi,1.0
1/28/1970,bos,phi,1.0
1/28/1970,phi,bos,0.0
1/28/1970,mil,cin,1.0
1/28/1970,cin,mil,0.0
1/28/1970,sdr,lal,0.0
1/28/1970,lal,sdr,1.0
1/28/1970,sea,atl,1.0
1/28/1970,atl,sea,0.0
1/28/1970,nob,car,0.0
1/28/1970,car,nob,1.0
1/28/1970,nya,ken,0.0
1/28/1970,ken,nya,1.0
1/29/1970,det,nyk,0.0
1/29/1970,nyk,det,1.0
1/29/1970,pho,atl,1.0
1/29/1970,atl,pho,0.0
1/29/1970,sfw,sea,0.0
1/29/1970,sea,sfw,1.0
1/29/1970,ina,las,1.0
1/29/1970,las,ina,0.0
1/29/1970,ken,ptp,1.0
1/29/1970,ptp,ken,0.0
1/30/1970,cin,bos,0.0
1/30/1970,bos,cin,1.0
1/30/1970,mil,chi,1.0
1/30/1970,chi,mil,0.0
1/30/1970,bal,det,0.0
1/30/1970,det,bal,1.0
1/30/1970,atl,lal,0.0
1/30/1970,lal,atl,1.0
1/30/1970,nyk,phi,1.0
1/30/1970,phi,nyk,0.0
1/30/1970,sea,sdr,0.0
1/30/1970,sdr,sea,1.0
1/30/1970,pho,sfw,0.0
1/30/1970,sfw,pho,1.0
1/30/1970,ptp,car,0.0
1/30/1970,car,ptp,1.0
1/30/1970,dlc,las,1.0
1/30/1970,las,dlc,0.0
1/30/1970,dnr,nya,0.0
1/30/1970,nya,dnr,1.0
1/31/1970,bos,bal,0.0
1/31/1970,bal,bos,1.0
1/31/1970,cin,det,1.0
1/31/1970,det,cin,0.0
1/31/1970,nyk,chi,1.0
1/31/1970,chi,nyk,0.0
1/31/1970,mil,pho,1.0
1/31/1970,pho,mil,0.0
1/31/1970,dnr,car,1.0
1/31/1970,car,dnr,0.0
1/31/1970,nya,dlc,1.0
1/31/1970,dlc,nya,0.0
1/31/1970,ina,ptp,0.0
1/31/1970,ptp,ina,1.0
1/31/1970,mmf,nob,0.0
1/31/1970,nob,mmf,1.0
2/1/1970,bal,atl,1.0
2/1/1970,atl,bal,0.0
2/1/1970,bos,sfw,0.0
2/1/1970,sfw,bos,1.0
2/1/1970,cin,chi,0.0
2/1/1970,chi,cin,1.0
2/1/1970,nyk,det,1.0
2/1/1970,det,nyk,0.0
2/1/1970,lal,phi,1.0
2/1/1970,phi,lal,0.0
2/1/1970,sdr,pho,0.0
2/1/1970,pho,sdr,1.0
2/1/1970,mil,sea,0.0
2/1/1970,sea,mil,1.0
2/1/1970,ina,dnr,1.0
2/1/1970,dnr,ina,0.0
2/1/1970,ken,car,0.0
2/1/1970,car,ken,1.0
2/1/1970,ptp,mmf,1.0
2/1/1970,mmf,ptp,0.0
2/2/1970,det,atl,0.0
2/2/1970,atl,det,1.0
2/2/1970,dnr,las,1.0
2/2/1970,las,dnr,0.0
2/2/1970,nob,wsa,1.0
2/2/1970,wsa,nob,0.0
2/3/1970,sea,bal,1.0
2/3/1970,bal,sea,0.0
2/3/1970,bos,chi,1.0
2/3/1970,chi,bos,0.0
2/3/1970,lal,cin,1.0
2/3/1970,cin,lal,0.0
2/3/1970,nyk,sfw,1.0
2/3/1970,sfw,nyk,0.0
2/3/1970,phi,pho,0.0
2/3/1970,pho,phi,1.0
2/3/1970,nya,car,0.0
2/3/1970,car,nya,1.0
2/3/1970,dlc,ina,1.0
2/3/1970,ina,dlc,0.0
2/3/1970,wsa,dnr,1.0
2/3/1970,dnr,wsa,0.0
2/4/1970,atl,nyk,1.0
2/4/1970,nyk,atl,0.0
2/4/1970,cin,sea,0.0
2/4/1970,sea,cin,1.0
2/4/1970,det,lal,1.0
2/4/1970,lal,det,0.0
2/4/1970,mil,sdr,1.0
2/4/1970,sdr,mil,0.0
2/4/1970,nya,ina,1.0
2/4/1970,ina,nya,0.0
2/4/1970,las,nob,0.0
2/4/1970,nob,las,1.0
2/4/1970,mmf,ptp,0.0
2/4/1970,ptp,mmf,1.0
2/5/1970,chi,sfw,0.0
2/5/1970,sfw,chi,1.0
2/5/1970,nob,dnr,0.0
2/5/1970,dnr,nob,1.0
2/5/1970,ptp,ken,0.0
2/5/1970,ken,ptp,1.0
2/6/1970,chi,atl,0.0
2/6/1970,atl,chi,1.0
2/6/1970,det,bal,0.0
2/6/1970,bal,det,1.0
2/6/1970,bos,sea,1.0
2/6/1970,sea,bos,0.0
2/6/1970,cin,nyk,0.0
2/6/1970,nyk,cin,1.0
2/6/1970,lal,mil,0.0
2/6/1970,mil,lal,1.0
2/6/1970,sfw,pho,0.0
2/6/1970,pho,sfw,1.0
2/6/1970,phi,sdr,1.0
2/6/1970,sdr,phi,0.0
2/6/1970,dlc,nob,1.0
2/6/1970,nob,dlc,0.0
2/6/1970,ken,ina,0.0
2/6/1970,ina,ken,1.0
2/6/1970,dnr,las,0.0
2/6/1970,las,dnr,1.0
2/6/1970,wsa,nya,0.0
2/6/1970,nya,wsa,1.0
2/7/1970,sea,det,0.0
2/7/1970,det,sea,1.0
2/7/1970,cin,nyk,0.0
2/7/1970,nyk,cin,1.0
2/7/1970,lal,pho,0.0
2/7/1970,pho,lal,1.0
2/7/1970,sfw,phi,0.0
2/7/1970,phi,sfw,1.0
2/7/1970,wsa,car,1.0
2/7/1970,car,wsa,0.0
2/7/1970,ina,mmf,1.0
2/7/1970,mmf,ina,0.0
2/8/1970,mil,bal,0.0
2/8/1970,bal,mil,1.0
2/8/1970,cin,bos,0.0
2/8/1970,bos,cin,1.0
2/8/1970,atl,chi,1.0
2/8/1970,chi,atl,0.0
2/8/1970,atl,chi,0.0
2/8/1970,chi,atl,1.0
2/8/1970,lal,sdr,1.0
2/8/1970,sdr,lal,0.0
2/8/1970,sea,phi,1.0
2/8/1970,phi,sea,0.0
2/8/1970,mmf,dnr,0.0
2/8/1970,dnr,mmf,1.0
2/8/1970,ken,ina,0.0
2/8/1970,ina,ken,1.0
2/8/1970,car,nya,0.0
2/8/1970,nya,car,1.0
2/8/1970,wsa,ptp,1.0
2/8/1970,ptp,wsa,0.0
2/10/1970,pho,bos,1.0
2/10/1970,bos,pho,0.0
2/10/1970,det,cin,0.0
2/10/1970,cin,det,1.0
2/10/1970,bal,lal,1.0
2/10/1970,lal,bal,0.0
2/10/1970,mil,phi,1.0
2/10/1970,phi,mil,0.0
2/10/1970,sfw,atl,1.0
2/10/1970,atl,sfw,0.0
2/10/1970,nob,car,1.0
2/10/1970,car,nob,0.0
2/10/1970,mmf,dlc,0.0
2/10/1970,dlc,mmf,1.0
2/10/1970,wsa,las,1.0
2/10/1970,las,wsa,0.0
2/11/1970,det,cin,0.0
2/11/1970,cin,det,1.0
2/11/1970,mil,pho,1.0
2/11/1970,pho,mil,0.0
2/11/1970,nyk,bos,0.0
2/11/1970,bos,nyk,1.0
2/11/1970,atl,sdr,1.0
2/11/1970,sdr,atl,0.0
2/11/1970,sea,bal,1.0
2/11/1970,bal,sea,0.0
2/11/1970,sfw,lal,0.0
2/11/1970,lal,sfw,1.0
2/11/1970,ina,wsa,1.0
2/11/1970,wsa,ina,0.0
2/11/1970,mmf,las,1.0
2/11/1970,las,mmf,0.0
2/12/1970,chi,pho,1.0
2/12/1970,pho,chi,0.0
2/12/1970,lal,atl,1.0
2/12/1970,atl,lal,0.0
2/12/1970,dnr,ken,1.0
2/12/1970,ken,dnr,0.0
2/12/1970,mmf,wsa,0.0
2/12/1970,wsa,mmf,1.0
2/12/1970,ina,ptp,1.0
2/12/1970,ptp,ina,0.0
2/13/1970,det,pho,1.0
2/13/1970,pho,det,0.0
2/13/1970,phi,nyk,0.0
2/13/1970,nyk,phi,1.0
2/13/1970,sea,bal,1.0
2/13/1970,bal,sea,0.0
2/13/1970,sfw,cin,0.0
2/13/1970,cin,sfw,1.0
2/13/1970,car,las,1.0
2/13/1970,las,car,0.0
2/13/1970,nob,wsa,0.0
2/13/1970,wsa,nob,1.0
2/14/1970,lal,chi,0.0
2/14/1970,chi,lal,1.0
2/14/1970,mil,bos,1.0
2/14/1970,bos,mil,0.0
2/14/1970,nyk,phi,1.0
2/14/1970,phi,nyk,0.0
2/14/1970,sfw,sdr,0.0
2/14/1970,sdr,sfw,1.0
2/14/1970,dlc,nya,1.0
2/14/1970,nya,dlc,0.0
2/14/1970,las,ina,0.0
2/14/1970,ina,las,1.0
2/15/1970,bos,atl,0.0
2/15/1970,atl,bos,1.0
2/15/1970,chi,det,0.0
2/15/1970,det,chi,1.0
2/15/1970,lal,mil,1.0
2/15/1970,mil,lal,0.0
2/15/1970,pho,phi,0.0
2/15/1970,phi,pho,1.0
2/15/1970,sdr,cin,1.0
2/15/1970,cin,sdr,0.0
2/15/1970,ken,las,0.0
2/15/1970,las,ken,1.0
2/15/1970,mmf,nya,0.0
2/15/1970,nya,mmf,1.0
2/15/1970,car,ptp,0.0
2/15/1970,ptp,car,1.0
2/15/1970,wsa,ina,1.0
2/15/1970,ina,wsa,0.0
2/16/1970,bal,sdr,1.0
2/16/1970,sdr,bal,0.0
2/16/1970,sfw,bos,0.0
2/16/1970,bos,sfw,1.0
2/16/1970,nya,wsa,1.0
2/16/1970,wsa,nya,0.0
2/17/1970,lal,nyk,0.0
2/17/1970,nyk,lal,1.0
2/17/1970,pho,sea,1.0
2/17/1970,sea,pho,0.0
2/17/1970,car,nya,0.0
2/17/1970,nya,car,1.0
2/17/1970,dlc,nob,1.0
2/17/1970,nob,dlc,0.0
2/17/1970,mmf,wsa,0.0
2/17/1970,wsa,mmf,1.0
2/18/1970,cin,atl,0.0
2/18/1970,atl,cin,1.0
2/18/1970,lal,bal,0.0
2/18/1970,bal,lal,1.0
2/18/1970,pho,bos,0.0
2/18/1970,bos,pho,1.0
2/18/1970,sdr,sea,1.0
2/18/1970,sea,sdr,0.0
2/18/1970,sfw,mil,0.0
2/18/1970,mil,sfw,1.0
2/18/1970,las,dnr,0.0
2/18/1970,dnr,las,1.0
2/18/1970,ptp,nya,0.0
2/18/1970,nya,ptp,1.0
2/19/1970,det,phi,0.0
2/19/1970,phi,det,1.0
2/19/1970,ptp,car,0.0
2/19/1970,car,ptp,1.0
2/19/1970,ina,mmf,0.0
2/19/1970,mmf,ina,1.0
2/20/1970,det,bal,1.0
2/20/1970,bal,det,0.0
2/20/1970,chi,phi,1.0
2/20/1970,phi,chi,0.0
2/20/1970,lal,mil,1.0
2/20/1970,mil,lal,0.0
2/20/1970,sdr,pho,0.0
2/20/1970,pho,sdr,1.0
2/20/1970,sea,bos,0.0
2/20/1970,bos,sea,1.0
2/20/1970,ina,car,0.0
2/20/1970,car,ina,1.0
2/20/1970,dlc,ken,1.0
2/20/1970,ken,dlc,0.0
2/20/1970,wsa,las,1.0
2/20/1970,las,wsa,0.0
2/21/1970,chi,cin,0.0
2/21/1970,cin,chi,1.0
2/21/1970,det,phi,0.0
2/21/1970,phi,det,1.0
2/21/1970,mil,sea,1.0
2/21/1970,sea,mil,0.0
2/21/1970,nyk,atl,0.0
2/21/1970,atl,nyk,1.0
2/21/1970,lal,sdr,0.0
2/21/1970,sdr,lal,1.0
2/21/1970,sfw,bos,1.0
2/21/1970,bos,sfw,0.0
2/21/1970,ken,nob,0.0
2/21/1970,nob,ken,1.0
2/21/1970,ptp,ina,0.0
2/21/1970,ina,ptp,1.0
2/22/1970,det,atl,1.0
2/22/1970,atl,det,0.0
2/22/1970,nyk,bal,0.0
2/22/1970,bal,nyk,1.0
2/22/1970,cin,phi,1.0
2/22/1970,phi,cin,0.0
2/22/1970,lal,bos,1.0
2/22/1970,bos,lal,0.0
2/22/1970,pho,mil,0.0
2/22/1970,mil,pho,1.0
2/22/1970,sea,sfw,1.0
2/22/1970,sfw,sea,0.0
2/22/1970,nya,car,0.0
2/22/1970,car,nya,1.0
2/22/1970,dnr,nob,1.0
2/22/1970,nob,dnr,0.0
2/22/1970,las,wsa,0.0
2/22/1970,wsa,las,1.0
2/22/1970,mmf,ken,0.0
2/22/1970,ken,mmf,1.0
2/23/1970,chi,sdr,1.0
2/23/1970,sdr,chi,0.0
2/24/1970,sdr,bal,0.0
2/24/1970,bal,sdr,1.0
2/24/1970,det,mil,1.0
2/24/1970,mil,det,0.0
2/24/1970,lal,atl,0.0
2/24/1970,atl,lal,1.0
2/24/1970,pho,nyk,0.0
2/24/1970,nyk,pho,1.0
2/24/1970,sfw,sea,0.0
2/24/1970,sea,sfw,1.0
2/24/1970,ptp,car,0.0
2/24/1970,car,ptp,1.0
2/24/1970,nob,las,0.0
2/24/1970,las,nob,1.0
2/24/1970,dlc,wsa,1.0
2/24/1970,wsa,dlc,0.0
2/25/1970,sdr,bos,0.0
2/25/1970,bos,sdr,1.0
2/25/1970,mil,bal,1.0
2/25/1970,bal,mil,0.0
2/25/1970,phi,det,1.0
2/25/1970,det,phi,0.0
2/25/1970,atl,sea,0.0
2/25/1970,sea,atl,1.0
2/25/1970,chi,sfw,1.0
2/25/1970,sfw,chi,0.0
2/25/1970,dnr,car,1.0
2/25/1970,car,dnr,0.0
2/25/1970,dlc,las,1.0
2/25/1970,las,dlc,0.0
2/25/1970,ptp,mmf,0.0
2/25/1970,mmf,ptp,1.0
2/25/1970,wsa,nob,1.0
2/25/1970,nob,wsa,0.0
2/25/1970,ken,nya,0.0
2/25/1970,nya,ken,1.0
2/26/1970,pho,det,1.0
2/26/1970,det,pho,0.0
2/26/1970,ken,ptp,0.0
2/26/1970,ptp,ken,1.0
2/27/1970,bal,atl,1.0
2/27/1970,atl,bal,0.0
2/27/1970,pho,bos,1.0
2/27/1970,bos,pho,0.0
2/27/1970,chi,lal,0.0
2/27/1970,lal,chi,1.0
2/27/1970,mil,det,1.0
2/27/1970,det,mil,0.0
2/27/1970,sdr,phi,0.0
2/27/1970,phi,sdr,1.0
2/27/1970,sea,sfw,1.0
2/27/1970,sfw,sea,0.0
2/27/1970,dlc,car,0.0
2/27/1970,car,dlc,1.0
2/27/1970,dnr,ina,1.0
2/27/1970,ina,dnr,0.0
2/27/1970,las,nob,1.0
2/27/1970,nob,las,0.0
2/27/1970,nya,mmf,1.0
2/27/1970,mmf,nya,0.0
2/28/1970,nyk,bal,1.0
2/28/1970,bal,nyk,0.0
2/28/1970,chi,sea,0.0
2/28/1970,sea,chi,1.0
2/28/1970,mmf,ken,0.0
2/28/1970,ken,mmf,1.0
2/28/1970,nob,las,0.0
2/28/1970,las,nob,1.0
2/28/1970,ptp,dlc,0.0
2/28/1970,dlc,ptp,1.0
2/28/1970,wsa,nya,1.0
2/28/1970,nya,wsa,0.0
3/1/1970,atl,pho,0.0
3/1/1970,pho,atl,1.0
3/1/1970,lal,bos,1.0
3/1/1970,bos,lal,0.0
3/1/1970,det,sfw,1.0
3/1/1970,sfw,det,0.0
3/1/1970,mil,cin,1.0
3/1/1970,cin,mil,0.0
3/1/1970,bal,phi,0.0
3/1/1970,phi,bal,1.0
3/1/1970,chi,sdr,0.0
3/1/1970,sdr,chi,1.0
3/1/1970,wsa,dnr,0.0
3/1/1970,dnr,wsa,1.0
3/1/1970,las,ina,1.0
3/1/1970,ina,las,0.0
3/1/1970,mmf,car,1.0
3/1/1970,car,mmf,0.0
3/1/1970,dlc,nya,0.0
3/1/1970,nya,dlc,1.0
3/1/1970,ken,ptp,0.0
3/1/1970,ptp,ken,1.0
3/2/1970,bal,cin,1.0
3/2/1970,cin,bal,0.0
3/3/1970,lal,atl,0.0
3/3/1970,atl,lal,1.0
3/3/1970,mil,phi,1.0
3/3/1970,phi,mil,0.0
3/3/1970,nyk,sfw,1.0
3/3/1970,sfw,nyk,0.0
3/3/1970,chi,pho,1.0
3/3/1970,pho,chi,0.0
3/3/1970,sea,sdr,1.0
3/3/1970,sdr,sea,0.0
3/3/1970,dnr,dlc,0.0
3/3/1970,dlc,dnr,1.0
3/3/1970,mmf,nob,1.0
3/3/1970,nob,mmf,0.0
3/3/1970,ptp,wsa,0.0
3/3/1970,wsa,ptp,1.0
3/4/1970,bal,lal,0.0
3/4/1970,lal,bal,1.0
3/4/1970,bos,sfw,1.0
3/4/1970,sfw,bos,0.0
3/4/1970,cin,sdr,1.0
3/4/1970,sdr,cin,0.0
3/4/1970,nya,ina,0.0
3/4/1970,ina,nya,1.0
3/4/1970,las,dnr,1.0
3/4/1970,dnr,las,0.0
3/5/1970,mil,atl,0.0
3/5/1970,atl,mil,1.0
3/5/1970,dnr,ptp,1.0
3/5/1970,ptp,dnr,0.0
3/5/1970,ina,wsa,1.0
3/5/1970,wsa,ina,0.0
3/6/1970,mil,det,1.0
3/6/1970,det,mil,0.0
3/6/1970,bal,lal,1.0
3/6/1970,lal,bal,0.0
3/6/1970,nyk,sdr,1.0
3/6/1970,sdr,nyk,0.0
3/6/1970,phi,bos,1.0
3/6/1970,bos,phi,0.0
3/6/1970,sea,cin,1.0
3/6/1970,cin,sea,0.0
3/6/1970,sfw,pho,1.0
3/6/1970,pho,sfw,0.0
3/6/1970,car,dlc,1.0
3/6/1970,dlc,car,0.0
3/6/1970,mmf,ina,0.0
3/6/1970,ina,mmf,1.0
3/6/1970,las,ken,1.0
3/6/1970,ken,las,0.0
3/6/1970,nya,ptp,1.0
3/6/1970,ptp,nya,0.0
3/7/1970,sdr,det,0.0
3/7/1970,det,sdr,1.0
3/7/1970,phi,nyk,0.0
3/7/1970,nyk,phi,1.0
3/7/1970,sfw,cin,0.0
3/7/1970,cin,sfw,1.0
3/7/1970,ken,dlc,0.0
3/7/1970,dlc,ken,1.0
3/7/1970,nob,car,0.0
3/7/1970,car,nob,1.0
3/7/1970,wsa,dnr,1.0
3/7/1970,dnr,wsa,0.0
3/8/1970,mil,bos,1.0
3/8/1970,bos,mil,0.0
3/8/1970,lal,cin,1.0
3/8/1970,cin,lal,0.0
3/8/1970,phi,nyk,1.0
3/8/1970,nyk,phi,0.0
3/8/1970,pho,atl,1.0
3/8/1970,atl,pho,0.0
3/8/1970,sea,bal,0.0
3/8/1970,bal,sea,1.0
3/8/1970,nob,dnr,0.0
3/8/1970,dnr,nob,1.0
3/8/1970,dlc,ina,0.0
3/8/1970,ina,dlc,1.0
3/8/1970,nya,car,0.0
3/8/1970,car,nya,1.0
3/8/1970,ptp,mmf,1.0
3/8/1970,mmf,ptp,0.0
3/9/1970,sea,mil,0.0
3/9/1970,mil,sea,1.0
3/9/1970,phi,sdr,1.0
3/9/1970,sdr,phi,0.0
3/9/1970,nob,ken,1.0
3/9/1970,ken,nob,0.0
3/10/1970,mil,atl,0.0
3/10/1970,atl,mil,1.0
3/10/1970,chi,sdr,1.0
3/10/1970,sdr,chi,0.0
3/10/1970,bos,det,0.0
3/10/1970,det,bos,1.0
3/10/1970,lal,sfw,1.0
3/10/1970,sfw,lal,0.0
3/10/1970,sea,nyk,0.0
3/10/1970,nyk,sea,1.0
3/10/1970,dnr,dlc,0.0
3/10/1970,dlc,dnr,1.0
3/10/1970,mmf,ken,0.0
3/10/1970,ken,mmf,1.0
3/11/1970,sdr,atl,0.0
3/11/1970,atl,sdr,1.0
3/11/1970,cin,bos,0.0
3/11/1970,bos,cin,1.0
3/11/1970,sfw,bal,1.0
3/11/1970,bal,sfw,0.0
3/11/1970,wsa,dnr,0.0
3/11/1970,dnr,wsa,1.0
3/11/1970,ina,ptp,1.0
3/11/1970,ptp,ina,0.0
3/11/1970,nya,las,0.0
3/11/1970,las,nya,1.0
3/12/1970,sdr,cin,0.0
3/12/1970,cin,sdr,1.0
3/12/1970,las,ken,0.0
3/12/1970,ken,las,1.0
3/12/1970,nob,dnr,1.0
3/12/1970,dnr,nob,0.0
3/13/1970,bos,chi,0.0
3/13/1970,chi,bos,1.0
3/13/1970,lal,phi,1.0
3/13/1970,phi,lal,0.0
3/13/1970,sea,nyk,1.0
3/13/1970,nyk,sea,0.0
3/13/1970,sfw,bal,0.0
3/13/1970,bal,sfw,1.0
3/13/1970,dnr,car,1.0
3/13/1970,car,dnr,0.0
3/13/1970,wsa,dlc,1.0
3/13/1970,dlc,wsa,0.0
3/13/1970,ken,ina,0.0
3/13/1970,ina,ken,1.0
3/13/1970,mmf,nya,0.0
3/13/1970,nya,mmf,1.0
3/14/1970,det,chi,0.0
3/14/1970,chi,det,1.0
3/14/1970,nyk,sdr,1.0
3/14/1970,sdr,nyk,0.0
3/14/1970,dlc,las,0.0
3/14/1970,las,dlc,1.0
3/14/1970,mmf,car,0.0
3/14/1970,car,mmf,1.0
3/15/1970,atl,pho,1.0
3/15/1970,pho,atl,0.0
3/15/1970,bos,bal,0.0
3/15/1970,bal,bos,1.0
3/15/1970,mil,chi,0.0
3/15/1970,chi,mil,1.0
3/15/1970,cin,sea,1.0
3/15/1970,sea,cin,0.0
3/15/1970,lal,nyk,1.0
3/15/1970,nyk,lal,0.0
3/15/1970,phi,sdr,0.0
3/15/1970,sdr,phi,1.0
3/15/1970,ina,car,1.0
3/15/1970,car,ina,0.0
3/15/1970,dlc,ken,0.0
3/15/1970,ken,dlc,1.0
3/15/1970,las,ptp,1.0
3/15/1970,ptp,las,0.0
3/15/1970,mmf,dnr,0.0
3/15/1970,dnr,mmf,1.0
3/15/1970,nob,wsa,0.0
3/15/1970,wsa,nob,1.0
3/16/1970,chi,cin,1.0
3/16/1970,cin,chi,0.0
3/16/1970,dlc,nob,0.0
3/16/1970,nob,dlc,1.0
3/17/1970,sea,chi,1.0
3/17/1970,chi,sea,0.0
3/17/1970,det,nyk,0.0
3/17/1970,nyk,det,1.0
3/17/1970,phi,atl,0.0
3/17/1970,atl,phi,1.0
3/17/1970,sfw,pho,0.0
3/17/1970,pho,sfw,1.0
3/17/1970,bos,sdr,0.0
3/17/1970,sdr,bos,1.0
3/17/1970,ken,dnr,1.0
3/17/1970,dnr,ken,0.0
3/17/1970,ptp,las,0.0
3/17/1970,las,ptp,1.0
3/17/1970,nob,wsa,1.0
3/17/1970,wsa,nob,0.0
3/18/1970,bal,phi,0.0
3/18/1970,phi,bal,1.0
3/18/1970,bos,lal,1.0
3/18/1970,lal,bos,0.0
3/18/1970,nyk,mil,0.0
3/18/1970,mil,nyk,1.0
3/18/1970,ina,dnr,0.0
3/18/1970,dnr,ina,1.0
3/18/1970,nob,las,0.0
3/18/1970,las,nob,1.0
3/18/1970,ptp,wsa,0.0
3/18/1970,wsa,ptp,1.0
3/19/1970,bos,pho,0.0
3/19/1970,pho,bos,1.0
3/19/1970,det,sdr,0.0
3/19/1970,sdr,det,1.0
3/19/1970,mmf,ken,0.0
3/19/1970,ken,mmf,1.0
3/19/1970,ptp,dnr,1.0
3/19/1970,dnr,ptp,0.0
3/20/1970,atl,nyk,1.0
3/20/1970,nyk,atl,0.0
3/20/1970,bos,sea,0.0
3/20/1970,sea,bos,1.0
3/20/1970,chi,bal,0.0
3/20/1970,bal,chi,1.0
3/20/1970,sfw,cin,1.0
3/20/1970,cin,sfw,0.0
3/20/1970,lal,det,1.0
3/20/1970,det,lal,0.0
3/20/1970,mil,phi,1.0
3/20/1970,phi,mil,0.0
3/20/1970,sdr,pho,0.0
3/20/1970,pho,sdr,1.0
3/20/1970,car,ken,1.0
3/20/1970,ken,car,0.0
3/20/1970,wsa,dlc,1.0
3/20/1970,dlc,wsa,0.0
3/20/1970,ptp,ina,0.0
3/20/1970,ina,ptp,1.0
3/20/1970,las,nob,1.0
3/20/1970,nob,las,0.0
3/21/1970,sfw,bal,0.0
3/21/1970,bal,sfw,1.0
3/21/1970,cin,nyk,1.0
3/21/1970,nyk,cin,0.0
3/21/1970,dlc,nob,1.0
3/21/1970,nob,dlc,0.0
3/21/1970,car,dnr,0.0
3/21/1970,dnr,car,1.0
3/22/1970,nyk,bos,0.0
3/22/1970,bos,nyk,1.0
3/22/1970,chi,mil,1.0
3/22/1970,mil,chi,0.0
3/22/1970,det,atl,0.0
3/22/1970,atl,det,1.0
3/22/1970,sea,lal,0.0
3/22/1970,lal,sea,1.0
3/22/1970,phi,sfw,1.0
3/22/1970,sfw,phi,0.0
3/22/1970,pho,sdr,1.0
3/22/1970,sdr,pho,0.0
3/22/1970,ina,nya,1.0
3/22/1970,nya,ina,0.0
3/22/1970,ken,nob,1.0
3/22/1970,nob,ken,0.0
3/22/1970,car,las,0.0
3/22/1970,las,car,1.0
3/22/1970,mmf,dlc,1.0
3/22/1970,dlc,mmf,0.0
3/23/1970,nob,dlc,1.0
3/23/1970,dlc,nob,0.0
3/24/1970,car,mmf,1.0
3/24/1970,mmf,car,0.0
3/24/1970,dlc,ptp,1.0
3/24/1970,ptp,dlc,0.0
3/25/1970,chi,atl,0.0
3/25/1970,atl,chi,1.0
3/25/1970,pho,lal,0.0
3/25/1970,lal,pho,1.0
3/25/1970,mil,phi,1.0
3/25/1970,phi,mil,0.0
3/25/1970,ina,car,0.0
3/25/1970,car,ina,1.0
